bookingid_(pnr),reservation_date,cancellation_date,flight_date,origin,destination,routing,flightnumber,revenue_per_booking_(ticket),revenue_per_booking_(ancilliary_pre_check_in),revenue_per_booking_(ancilliary_at_check_in),passengercount,bookingid_norm,total_revenue,routing_canonical,is_cancelled,flight_dow,days_after_booking_to_cancel,days_before_flight_to_cancel,lead_time_days,ancillary_total
706003,2025-03-03,2025-03-06,2025-03-27,FCO,FRA,FCO-FRA,DE1003,68.0,17.39,8.87,1,706003,94.26,FCO-FRA,True,Thursday,3.0,21.0,24,26.259999999999998
706004,2025-03-18,,2025-04-27,PMO,FCO,PMO → FCO,DE1002,95.62,0.0,9.97,1,706004,105.59,PMO-FCO,False,Sunday,,,40,9.97
706005,2025-03-03,,2025-04-03,PMO,FCO,PMO-FCO,DE1002,153.0,15.31,0.0,2,706005,168.31,PMO-FCO,False,Thursday,,,31,15.31
706006,2025-03-06,,2025-04-19,FRA,FCO,FRA → FCO,DE1000,85.0,0.0,4.94,1,706006,89.94,FRA-FCO,False,Saturday,,,44,4.94
706007,2025-03-25,,2025-04-16,PMO,FCO,PMO-FCO,DE1002,95.62,5.34,7.3,1,706007,108.26,PMO-FCO,False,Wednesday,,,22,12.64
706008,2025-04-13,,2025-04-16,FRA,FCO,FRA → FCO,DE1000,300.0,0.0,3.03,2,706008,303.03,FRA-FCO,False,Wednesday,,,3,3.03
706009,2025-02-16,,2025-04-06,PMO,FCO,PMO-FCO,DE1002,76.5,8.91,0.0,1,706009,85.41,PMO-FCO,False,Sunday,,,49,8.91
706010,2025-02-15,,2025-04-06,FCO,FRA,FCO-FRA,DE1003,68.0,8.5,3.34,1,706010,79.84,FCO-FRA,False,Sunday,,,50,11.84
706011,2025-01-10,,2025-03-09,FRA,FCO,FRA-FCO,DE1000,136.0,14.21,0.0,2,706011,150.21,FRA-FCO,False,Sunday,,,58,14.21
706012,2025-03-27,,2025-04-28,FCO,PMO,FCO-PMO,DE1001,229.5,6.82,3.78,3,706012,240.1,FCO-PMO,False,Monday,,,32,10.6
706013,2025-01-31,,2025-03-31,FCO,PMO,FCO-PMO,DE1001,153.0,15.3,0.0,2,706013,168.3,FCO-PMO,False,Monday,,,59,15.3
706014,2025-03-16,,2025-04-13,FCO,FRA,FCO-FRA,DE1003,85.0,12.6,6.31,1,706014,103.91,FCO-FRA,False,Sunday,,,28,18.91
706015,2025-01-13,2025-01-16,2025-03-01,FCO,PMO,FCO → PMO,DE1001,153.0,9.8,3.37,2,706015,166.17000000000002,FCO-PMO,True,Saturday,3.0,44.0,47,13.170000000000002
706016,2025-02-15,,2025-04-07,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,3.51,1,706016,80.01,FCO-PMO,False,Monday,,,51,3.51
706017,2025-01-11,,2025-03-01,FCO,PMO,FCO-PMO,DE1001,76.5,9.69,0.0,1,706017,86.19,FCO-PMO,False,Saturday,,,49,9.69
706018,2025-03-02,,2025-03-08,FCO,FRA,FCO-FRA,DE1003,96.0,10.29,7.23,1,706018,113.52,FCO-FRA,False,Saturday,,,6,17.52
706019,2025-03-24,,2025-04-27,FCO,PMO,FCO → PMO,DE1001,95.62,14.38,0.0,1,706019,110.0,FCO-PMO,False,Sunday,,,34,14.38
706020,2025-03-22,,2025-04-25,FCO,PMO,FCO-PMO,DE1001,95.62,5.97,5.15,1,706020,106.74000000000001,FCO-PMO,False,Friday,,,34,11.120000000000001
706021,2025-03-20,,2025-04-24,FCO,PMO,FCO → PMO,DE1001,95.62,0.0,7.23,1,706021,102.85000000000001,FCO-PMO,False,Thursday,,,35,7.23
706022,2025-02-11,,2025-03-08,FCO,FRA,FCO-FRA,DE1003,68.0,14.9,6.24,1,706022,89.14,FCO-FRA,False,Saturday,,,25,21.14
706023,2025-03-13,2025-03-15,2025-04-04,FCO,FRA,FCO-FRA,DE1003,68.0,17.8,4.49,1,706023,90.28999999999999,FCO-FRA,True,Friday,2.0,20.0,22,22.29
706024,2025-03-13,,2025-03-26,FRA,FCO,FRA-FCO,DE1000,240.0,19.8,7.2,3,706024,267.0,FRA-FCO,False,Wednesday,,,13,27.0
706025,2025-03-13,,2025-03-24,PMO,FCO,PMO → FCO,DE1002,270.0,12.18,6.49,3,706025,288.67,PMO-FCO,False,Monday,,,11,18.67
706026,2025-02-17,2025-02-20,2025-03-23,FCO,PMO,FCO-PMO,DE1001,229.5,0.0,0.0,3,706026,229.5,FCO-PMO,True,Sunday,3.0,31.0,34,0.0
706027,2025-03-26,,2025-03-30,FRA,FCO,FRA-FCO,DE1000,288.0,0.0,9.32,3,706027,297.32,FRA-FCO,False,Sunday,,,4,9.32
706028,2025-02-24,,2025-03-20,PMO,FCO,PMO → FCO,DE1002,153.0,14.0,3.34,2,706028,170.34,PMO-FCO,False,Thursday,,,24,17.34
706029,2025-01-24,,2025-03-03,PMO,FCO,PMO → FCO,DE1002,76.5,15.01,0.0,1,706029,91.51,PMO-FCO,False,Monday,,,38,15.01
706030,2025-03-09,,2025-03-29,PMO,FCO,PMO → FCO,DE1002,153.0,17.26,2.94,2,706030,173.2,PMO-FCO,False,Saturday,,,20,20.200000000000003
706031,2025-03-15,,2025-04-26,FCO,FRA,FCO-FRA,DE1003,85.0,16.64,0.0,1,706031,101.64,FCO-FRA,False,Saturday,,,42,16.64
706032,2025-01-20,2025-01-24,2025-03-10,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,7.79,1,706032,84.29,PMO-FCO,True,Monday,4.0,45.0,49,7.79
706033,2025-03-20,,2025-04-23,FCO,PMO,FCO → PMO,DE1001,191.25,0.0,6.55,2,706033,197.8,FCO-PMO,False,Wednesday,,,34,6.55
706034,2025-03-21,,2025-04-23,PMO,FCO,PMO-FCO,DE1002,95.62,0.0,0.0,1,706034,95.62,PMO-FCO,False,Wednesday,,,33,0.0
706035,2025-03-13,,2025-03-24,FCO,PMO,FCO-PMO,DE1001,180.0,14.8,0.0,2,706035,194.8,FCO-PMO,False,Monday,,,11,14.8
706036,2025-03-03,,2025-03-05,FRA,FCO,FRA-FCO,DE1000,240.0,10.54,0.0,2,706036,250.54,FRA-FCO,False,Wednesday,,,2,10.54
706037,2025-04-04,,2025-04-07,FCO,PMO,FCO-PMO,DE1001,270.0,13.78,0.0,2,706037,283.78,FCO-PMO,False,Monday,,,3,13.78
706038,2025-03-04,,2025-03-19,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,8.52,1,706038,85.02,FCO-PMO,False,Wednesday,,,15,8.52
706039,2025-02-27,,2025-04-18,PMO,FCO,PMO → FCO,DE1002,95.62,0.0,9.37,1,706039,104.99000000000001,PMO-FCO,False,Friday,,,50,9.37
706040,2025-03-20,,2025-03-26,FCO,PMO,FCO → PMO,DE1001,108.0,10.9,7.83,1,706040,126.73,FCO-PMO,False,Wednesday,,,6,18.73
706041,2025-03-24,,2025-04-03,FCO,PMO,FCO-PMO,DE1001,90.0,7.04,3.55,1,706041,100.59,FCO-PMO,False,Thursday,,,10,10.59
706042,2025-02-06,,2025-03-01,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,8.26,1,706042,84.76,FCO-PMO,False,Saturday,,,23,8.26
706043,2025-03-15,,2025-04-18,PMO,FCO,PMO-FCO,DE1002,191.25,16.54,9.22,2,706043,217.01,PMO-FCO,False,Friday,,,34,25.759999999999998
706044,2025-02-01,,2025-03-23,FCO,FRA,FCO-FRA,DE1003,136.0,16.48,4.65,2,706044,157.13,FCO-FRA,False,Sunday,,,50,21.130000000000003
706045,2025-04-20,,2025-04-21,FCO,FRA,FCO-FRA,DE1003,150.0,10.37,2.41,1,706045,162.78,FCO-FRA,False,Monday,,,1,12.78
706046,2025-02-04,,2025-03-26,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,6.59,1,706046,83.09,PMO-FCO,False,Wednesday,,,50,6.59
706047,2025-03-25,,2025-04-04,FCO,PMO,FCO-PMO,DE1001,180.0,7.29,5.85,2,706047,193.14,FCO-PMO,False,Friday,,,10,13.14
706048,2025-01-22,,2025-03-02,PMO,FCO,PMO-FCO,DE1002,76.5,16.07,4.48,1,706048,97.05,PMO-FCO,False,Sunday,,,39,20.55
706049,2025-02-28,2025-03-04,2025-04-07,FCO,FRA,FCO-FRA,DE1003,136.0,0.0,3.27,2,706049,139.27,FCO-FRA,True,Monday,4.0,34.0,38,3.27
706050,2025-03-22,,2025-03-23,FCO,FRA,FCO → FRA,DE1003,360.0,12.64,2.44,3,706050,375.08,FCO-FRA,False,Sunday,,,1,15.08
706051,2025-04-12,,2025-04-17,PMO,FCO,PMO-FCO,DE1002,135.0,13.75,8.75,1,706051,157.5,PMO-FCO,False,Thursday,,,5,22.5
706052,2025-02-20,,2025-03-10,FCO,PMO,FCO → PMO,DE1001,153.0,0.0,6.82,2,706052,159.82,FCO-PMO,False,Monday,,,18,6.82
706053,2025-03-08,,2025-04-02,FRA,FCO,FRA → FCO,DE1000,68.0,0.0,6.62,1,706053,74.62,FRA-FCO,False,Wednesday,,,25,6.62
706054,2025-03-11,,2025-03-28,PMO,FCO,PMO-FCO,DE1002,229.5,0.0,0.0,3,706054,229.5,PMO-FCO,False,Friday,,,17,0.0
706055,2025-01-08,,2025-03-03,FCO,PMO,FCO → PMO,DE1001,153.0,0.0,0.0,2,706055,153.0,FCO-PMO,False,Monday,,,54,0.0
706056,2025-01-25,,2025-03-22,PMO,FCO,PMO → FCO,DE1002,153.0,5.88,7.42,2,706056,166.29999999999998,PMO-FCO,False,Saturday,,,56,13.3
706057,2025-02-27,,2025-04-19,FCO,PMO,FCO-PMO,DE1001,95.62,0.0,4.85,1,706057,100.47,FCO-PMO,False,Saturday,,,51,4.85
706058,2025-03-20,,2025-04-28,FRA,FCO,FRA → FCO,DE1000,68.0,12.01,0.0,1,706058,80.01,FRA-FCO,False,Monday,,,39,12.01
706059,2025-02-08,,2025-03-31,FRA,FCO,FRA-FCO,DE1000,136.0,9.12,3.96,2,706059,149.08,FRA-FCO,False,Monday,,,51,13.079999999999998
706060,2025-04-06,,2025-04-25,FCO,PMO,FCO-PMO,DE1001,191.25,16.53,4.19,2,706060,211.97,FCO-PMO,False,Friday,,,19,20.720000000000002
706061,2025-02-27,,2025-03-29,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,3.69,2,706061,156.69,FCO-PMO,False,Saturday,,,30,3.69
706062,2025-04-02,,2025-04-14,FCO,FRA,FCO-FRA,DE1003,300.0,14.81,0.0,3,706062,314.81,FCO-FRA,False,Monday,,,12,14.81
706063,2025-02-08,,2025-03-19,FRA,FCO,FRA-FCO,DE1000,136.0,5.71,2.86,2,706063,144.57000000000002,FRA-FCO,False,Wednesday,,,39,8.57
706064,2025-04-19,,2025-04-27,FCO,PMO,FCO-PMO,DE1001,337.5,17.11,6.62,3,706064,361.23,FCO-PMO,False,Sunday,,,8,23.73
706065,2025-03-16,,2025-03-22,FCO,PMO,FCO-PMO,DE1001,216.0,13.53,0.0,2,706065,229.53,FCO-PMO,False,Saturday,,,6,13.53
706066,2025-03-07,,2025-03-09,FCO,FRA,FCO-FRA,DE1003,120.0,0.0,0.0,1,706066,120.0,FCO-FRA,False,Sunday,,,2,0.0
706067,2025-02-01,,2025-03-16,PMO,FCO,PMO-FCO,DE1002,153.0,6.96,8.46,2,706067,168.42000000000002,PMO-FCO,False,Sunday,,,43,15.420000000000002
706068,2025-02-06,,2025-03-09,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,0.0,1,706068,76.5,FCO-PMO,False,Sunday,,,31,0.0
706069,2025-04-24,,2025-04-30,PMO,FCO,PMO-FCO,DE1002,108.0,6.52,8.52,1,706069,123.03999999999999,PMO-FCO,False,Wednesday,,,6,15.04
706070,2025-02-23,,2025-04-14,FCO,PMO,FCO-PMO,DE1001,95.62,7.17,6.94,1,706070,109.73,FCO-PMO,False,Monday,,,50,14.11
706071,2025-01-17,,2025-03-09,FCO,PMO,FCO-PMO,DE1001,153.0,5.09,0.0,2,706071,158.09,FCO-PMO,False,Sunday,,,51,5.09
706072,2025-02-12,,2025-03-15,FRA,FCO,FRA → FCO,DE1000,68.0,8.67,0.0,1,706072,76.67,FRA-FCO,False,Saturday,,,31,8.67
706073,2025-03-22,,2025-04-27,PMO,FCO,PMO → FCO,DE1002,286.88,14.73,9.6,3,706073,311.21000000000004,PMO-FCO,False,Sunday,,,36,24.33
706074,2025-03-17,,2025-04-18,FCO,FRA,FCO-FRA,DE1003,170.0,10.67,6.43,2,706074,187.1,FCO-FRA,False,Friday,,,32,17.1
706075,2025-04-12,,2025-04-18,FCO,FRA,FCO → FRA,DE1003,120.0,14.01,5.25,1,706075,139.26,FCO-FRA,False,Friday,,,6,19.259999999999998
706076,2025-04-23,,2025-04-26,PMO,FCO,PMO-FCO,DE1002,168.75,17.08,3.51,1,706076,189.33999999999997,PMO-FCO,False,Saturday,,,3,20.589999999999996
706077,2025-01-26,2025-01-29,2025-03-01,FRA,FCO,FRA-FCO,DE1000,68.0,13.05,0.0,1,706077,81.05,FRA-FCO,True,Saturday,3.0,31.0,34,13.05
706078,2025-03-28,,2025-04-25,FRA,FCO,FRA-FCO,DE1000,85.0,11.28,6.29,1,706078,102.57000000000001,FRA-FCO,False,Friday,,,28,17.57
706079,2025-03-09,,2025-03-15,FCO,PMO,FCO-PMO,DE1001,324.0,15.07,3.13,3,706079,342.2,FCO-PMO,False,Saturday,,,6,18.2
706080,2025-03-11,,2025-04-16,PMO,FCO,PMO-FCO,DE1002,95.62,8.99,0.0,1,706080,104.61,PMO-FCO,False,Wednesday,,,36,8.99
706081,2025-02-06,,2025-03-13,FRA,FCO,FRA → FCO,DE1000,68.0,9.22,7.81,1,706081,85.03,FRA-FCO,False,Thursday,,,35,17.03
706082,2025-02-21,,2025-04-02,PMO,FCO,PMO → FCO,DE1002,76.5,13.77,3.19,1,706082,93.46,PMO-FCO,False,Wednesday,,,40,16.96
706083,2025-01-19,,2025-03-16,FCO,FRA,FCO-FRA,DE1003,68.0,13.68,3.71,1,706083,85.39,FCO-FRA,False,Sunday,,,56,17.39
706084,2025-03-19,,2025-03-21,FCO,FRA,FCO-FRA,DE1003,240.0,8.11,8.71,2,706084,256.82,FCO-FRA,False,Friday,,,2,16.82
706085,2025-01-16,,2025-03-03,PMO,FCO,PMO-FCO,DE1002,76.5,16.33,3.11,1,706085,95.94,PMO-FCO,False,Monday,,,46,19.439999999999998
706086,2025-02-24,,2025-03-19,FCO,FRA,FCO-FRA,DE1003,68.0,0.0,5.65,1,706086,73.65,FCO-FRA,False,Wednesday,,,23,5.65
706087,2025-03-19,,2025-04-23,FCO,FRA,FCO-FRA,DE1003,170.0,11.62,2.2,2,706087,183.82,FCO-FRA,False,Wednesday,,,35,13.82
706088,2025-03-25,,2025-04-02,FCO,PMO,FCO-PMO,DE1001,180.0,18.44,0.0,2,706088,198.44,FCO-PMO,False,Wednesday,,,8,18.44
706089,2025-02-26,,2025-03-14,FCO,PMO,FCO-PMO,DE1001,153.0,19.53,4.45,2,706089,176.98,FCO-PMO,False,Friday,,,16,23.98
706090,2025-03-28,,2025-04-16,FCO,PMO,FCO-PMO,DE1001,95.62,0.0,8.37,1,706090,103.99000000000001,FCO-PMO,False,Wednesday,,,19,8.37
706091,2025-02-19,,2025-04-10,PMO,FCO,PMO → FCO,DE1002,153.0,15.24,7.63,2,706091,175.87,PMO-FCO,False,Thursday,,,50,22.87
706092,2025-01-21,,2025-03-13,PMO,FCO,PMO-FCO,DE1002,76.5,13.78,4.95,1,706092,95.23,PMO-FCO,False,Thursday,,,51,18.73
706093,2025-02-16,,2025-03-29,FCO,PMO,FCO → PMO,DE1001,76.5,10.16,3.72,1,706093,90.38,FCO-PMO,False,Saturday,,,41,13.88
706094,2025-01-31,,2025-03-12,FCO,PMO,FCO-PMO,DE1001,229.5,19.5,3.0,3,706094,252.0,FCO-PMO,False,Wednesday,,,40,22.5
706095,2025-04-12,,2025-04-19,FRA,FCO,FRA-FCO,DE1000,240.0,11.81,0.0,2,706095,251.81,FRA-FCO,False,Saturday,,,7,11.81
706096,2025-02-17,,2025-03-01,FCO,PMO,FCO → PMO,DE1001,90.0,6.17,6.09,1,706096,102.26,FCO-PMO,False,Saturday,,,12,12.26
706097,2025-03-11,,2025-03-17,FRA,FCO,FRA-FCO,DE1000,96.0,0.0,2.53,1,706097,98.53,FRA-FCO,False,Monday,,,6,2.53
706098,2025-01-31,,2025-03-10,FRA,FCO,FRA-FCO,DE1000,68.0,8.59,4.43,1,706098,81.02000000000001,FRA-FCO,False,Monday,,,38,13.02
706099,2025-03-10,,2025-04-06,FCO,FRA,FCO → FRA,DE1003,136.0,6.16,0.0,2,706099,142.16,FCO-FRA,False,Sunday,,,27,6.16
706100,2025-03-28,,2025-04-16,FRA,FCO,FRA-FCO,DE1000,85.0,13.47,7.37,1,706100,105.84,FRA-FCO,False,Wednesday,,,19,20.84
706101,2025-02-25,,2025-03-02,FCO,FRA,FCO-FRA,DE1003,96.0,19.2,7.6,1,706101,122.8,FCO-FRA,False,Sunday,,,5,26.799999999999997
706102,2025-02-01,,2025-03-24,FRA,FCO,FRA-FCO,DE1000,136.0,8.02,0.0,2,706102,144.02,FRA-FCO,False,Monday,,,51,8.02
706103,2025-03-09,,2025-04-04,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,4.03,2,706103,157.03,FCO-PMO,False,Friday,,,26,4.03
706104,2025-02-01,,2025-03-24,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,2.63,1,706104,70.63,FRA-FCO,False,Monday,,,51,2.63
706105,2025-03-24,,2025-03-31,PMO,FCO,PMO → FCO,DE1002,108.0,0.0,6.16,1,706105,114.16,PMO-FCO,False,Monday,,,7,6.16
706106,2025-01-20,,2025-03-01,FRA,FCO,FRA-FCO,DE1000,68.0,19.55,0.0,1,706106,87.55,FRA-FCO,False,Saturday,,,40,19.55
706107,2025-02-12,2025-02-16,2025-03-26,PMO,FCO,PMO → FCO,DE1002,153.0,19.04,0.0,2,706107,172.04,PMO-FCO,True,Wednesday,4.0,38.0,42,19.04
706108,2025-03-12,,2025-04-05,FCO,FRA,FCO → FRA,DE1003,136.0,9.94,6.25,2,706108,152.19,FCO-FRA,False,Saturday,,,24,16.189999999999998
706109,2025-02-26,,2025-04-05,FCO,FRA,FCO-FRA,DE1003,136.0,15.54,8.18,2,706109,159.72,FCO-FRA,False,Saturday,,,38,23.72
706110,2025-02-11,,2025-04-03,FCO,PMO,FCO-PMO,DE1001,76.5,6.72,5.87,1,706110,89.09,FCO-PMO,False,Thursday,,,51,12.59
706111,2025-03-10,,2025-03-16,FCO,PMO,FCO → PMO,DE1001,216.0,7.13,2.92,2,706111,226.04999999999998,FCO-PMO,False,Sunday,,,6,10.05
706112,2025-03-18,,2025-03-29,FCO,FRA,FCO → FRA,DE1003,80.0,9.0,0.0,1,706112,89.0,FCO-FRA,False,Saturday,,,11,9.0
706113,2025-02-22,,2025-03-29,FCO,FRA,FCO-FRA,DE1003,136.0,19.84,8.53,2,706113,164.37,FCO-FRA,False,Saturday,,,35,28.369999999999997
706114,2025-04-11,,2025-04-13,PMO,FCO,PMO-FCO,DE1002,168.75,10.84,3.67,1,706114,183.26,PMO-FCO,False,Sunday,,,2,14.51
706115,2025-02-26,,2025-03-28,FRA,FCO,FRA-FCO,DE1000,136.0,11.25,3.84,2,706115,151.09,FRA-FCO,False,Friday,,,30,15.09
706116,2025-02-28,,2025-04-06,FCO,PMO,FCO-PMO,DE1001,76.5,18.54,3.29,1,706116,98.33,FCO-PMO,False,Sunday,,,37,21.83
706117,2025-02-03,,2025-03-31,FCO,FRA,FCO → FRA,DE1003,136.0,9.26,2.29,2,706117,147.54999999999998,FCO-FRA,False,Monday,,,56,11.55
706118,2025-02-06,,2025-04-02,FRA,FCO,FRA-FCO,DE1000,136.0,7.81,0.0,2,706118,143.81,FRA-FCO,False,Wednesday,,,55,7.81
706119,2025-03-09,,2025-04-24,FRA,FCO,FRA-FCO,DE1000,85.0,14.4,4.74,1,706119,104.14,FRA-FCO,False,Thursday,,,46,19.14
706120,2025-03-12,,2025-04-05,FRA,FCO,FRA → FCO,DE1000,136.0,16.35,0.0,2,706120,152.35,FRA-FCO,False,Saturday,,,24,16.35
706121,2025-03-04,,2025-04-25,FRA,FCO,FRA-FCO,DE1000,85.0,13.57,0.0,1,706121,98.57,FRA-FCO,False,Friday,,,52,13.57
706122,2025-02-22,,2025-03-22,PMO,FCO,PMO → FCO,DE1002,153.0,0.0,0.0,2,706122,153.0,PMO-FCO,False,Saturday,,,28,0.0
706123,2025-01-27,,2025-03-26,FCO,FRA,FCO-FRA,DE1003,68.0,15.23,3.91,1,706123,87.14,FCO-FRA,False,Wednesday,,,58,19.14
706124,2025-03-27,,2025-04-30,FCO,PMO,FCO-PMO,DE1001,153.0,8.15,8.13,2,706124,169.28,FCO-PMO,False,Wednesday,,,34,16.28
706125,2025-03-30,,2025-04-25,PMO,FCO,PMO-FCO,DE1002,95.62,5.55,0.0,1,706125,101.17,PMO-FCO,False,Friday,,,26,5.55
706126,2025-01-11,,2025-03-06,PMO,FCO,PMO-FCO,DE1002,76.5,10.36,8.11,1,706126,94.97,PMO-FCO,False,Thursday,,,54,18.47
706127,2025-03-01,,2025-04-24,FRA,FCO,FRA-FCO,DE1000,255.0,0.0,8.21,3,706127,263.21,FRA-FCO,False,Thursday,,,54,8.21
706128,2025-03-26,,2025-04-06,FCO,PMO,FCO-PMO,DE1001,180.0,7.27,0.0,2,706128,187.27,FCO-PMO,False,Sunday,,,11,7.27
706129,2025-03-14,,2025-03-23,FRA,FCO,FRA → FCO,DE1000,80.0,0.0,0.0,1,706129,80.0,FRA-FCO,False,Sunday,,,9,0.0
706130,2025-03-29,,2025-04-10,FCO,PMO,FCO → PMO,DE1001,90.0,0.0,2.22,1,706130,92.22,FCO-PMO,False,Thursday,,,12,2.22
706131,2025-02-07,,2025-04-03,FCO,PMO,FCO-PMO,DE1001,76.5,12.63,0.0,1,706131,89.13,FCO-PMO,False,Thursday,,,55,12.63
706132,2025-04-11,,2025-04-12,FCO,PMO,FCO-PMO,DE1001,270.0,10.44,8.07,2,706132,288.51,FCO-PMO,False,Saturday,,,1,18.509999999999998
706133,2025-03-06,,2025-03-15,PMO,FCO,PMO-FCO,DE1002,180.0,9.79,2.97,2,706133,192.76,PMO-FCO,False,Saturday,,,9,12.76
706134,2025-03-25,,2025-04-19,PMO,FCO,PMO-FCO,DE1002,95.62,11.85,7.37,1,706134,114.84,PMO-FCO,False,Saturday,,,25,19.22
706135,2025-03-18,,2025-04-26,FCO,FRA,FCO-FRA,DE1003,170.0,13.62,9.61,2,706135,193.23000000000002,FCO-FRA,False,Saturday,,,39,23.229999999999997
706136,2025-02-12,,2025-04-10,PMO,FCO,PMO → FCO,DE1002,76.5,11.56,9.12,1,706136,97.18,PMO-FCO,False,Thursday,,,57,20.68
706137,2025-04-19,,2025-04-24,PMO,FCO,PMO-FCO,DE1002,135.0,0.0,0.0,1,706137,135.0,PMO-FCO,False,Thursday,,,5,0.0
706138,2025-02-04,,2025-04-04,FCO,PMO,FCO-PMO,DE1001,153.0,11.6,9.97,2,706138,174.57,FCO-PMO,False,Friday,,,59,21.57
706139,2025-03-05,,2025-04-23,FCO,PMO,FCO-PMO,DE1001,95.62,14.97,5.75,1,706139,116.34,FCO-PMO,False,Wednesday,,,49,20.72
706140,2025-02-23,,2025-04-11,FRA,FCO,FRA-FCO,DE1000,136.0,0.0,4.78,2,706140,140.78,FRA-FCO,False,Friday,,,47,4.78
706141,2025-03-10,,2025-04-24,FCO,FRA,FCO-FRA,DE1003,170.0,0.0,0.0,2,706141,170.0,FCO-FRA,False,Thursday,,,45,0.0
706142,2025-03-20,2025-03-24,2025-03-30,FCO,PMO,FCO-PMO,DE1001,90.0,9.24,5.57,1,706142,104.81,FCO-PMO,True,Sunday,4.0,6.0,10,14.81
706143,2025-03-04,,2025-03-08,FCO,PMO,FCO-PMO,DE1001,108.0,17.15,3.6,1,706143,128.75,FCO-PMO,False,Saturday,,,4,20.75
706144,2025-01-12,2025-01-14,2025-03-12,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,4.63,1,706144,81.13,PMO-FCO,True,Wednesday,2.0,57.0,59,4.63
706145,2025-02-22,,2025-03-22,PMO,FCO,PMO-FCO,DE1002,76.5,13.83,4.68,1,706145,95.00999999999999,PMO-FCO,False,Saturday,,,28,18.509999999999998
706146,2025-02-27,,2025-03-08,FCO,PMO,FCO-PMO,DE1001,90.0,0.0,8.92,1,706146,98.92,FCO-PMO,False,Saturday,,,9,8.92
706147,2025-01-10,,2025-03-08,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,0.0,1,706147,68.0,FRA-FCO,False,Saturday,,,57,0.0
706148,2025-02-27,,2025-04-17,FCO,FRA,FCO-FRA,DE1003,85.0,13.17,4.75,1,706148,102.92,FCO-FRA,False,Thursday,,,49,17.92
706149,2025-04-17,,2025-04-26,FCO,FRA,FCO → FRA,DE1003,200.0,14.88,0.0,2,706149,214.88,FCO-FRA,False,Saturday,,,9,14.88
706150,2025-04-13,,2025-04-25,PMO,FCO,PMO-FCO,DE1002,112.5,6.74,0.0,1,706150,119.24,PMO-FCO,False,Friday,,,12,6.74
706151,2025-04-17,,2025-04-23,FRA,FCO,FRA-FCO,DE1000,240.0,0.0,4.45,2,706151,244.45,FRA-FCO,False,Wednesday,,,6,4.45
706152,2025-02-26,,2025-03-10,PMO,FCO,PMO-FCO,DE1002,180.0,0.0,3.88,2,706152,183.88,PMO-FCO,False,Monday,,,12,3.88
706153,2025-02-07,,2025-03-30,FCO,PMO,FCO → PMO,DE1001,153.0,10.88,6.43,2,706153,170.31,FCO-PMO,False,Sunday,,,51,17.310000000000002
706154,2025-04-02,,2025-04-26,FCO,FRA,FCO-FRA,DE1003,85.0,0.0,5.79,1,706154,90.79,FCO-FRA,False,Saturday,,,24,5.79
706155,2025-01-17,,2025-03-14,FCO,FRA,FCO-FRA,DE1003,136.0,8.82,6.36,2,706155,151.18,FCO-FRA,False,Friday,,,56,15.18
706156,2025-03-28,,2025-04-18,FCO,FRA,FCO-FRA,DE1003,85.0,16.71,0.0,1,706156,101.71000000000001,FCO-FRA,False,Friday,,,21,16.71
706157,2025-03-31,,2025-04-04,FCO,PMO,FCO-PMO,DE1001,216.0,8.89,7.12,2,706157,232.01,FCO-PMO,False,Friday,,,4,16.01
706158,2025-02-27,,2025-04-16,FCO,PMO,FCO-PMO,DE1001,95.62,15.68,3.9,1,706158,115.20000000000002,FCO-PMO,False,Wednesday,,,48,19.58
706159,2025-03-09,,2025-04-09,FCO,FRA,FCO-FRA,DE1003,68.0,0.0,7.18,1,706159,75.18,FCO-FRA,False,Wednesday,,,31,7.18
706160,2025-02-17,,2025-03-05,FRA,FCO,FRA-FCO,DE1000,68.0,5.61,6.68,1,706160,80.28999999999999,FRA-FCO,False,Wednesday,,,16,12.29
706161,2025-04-20,,2025-04-25,PMO,FCO,PMO-FCO,DE1002,135.0,0.0,8.19,1,706161,143.19,PMO-FCO,False,Friday,,,5,8.19
706162,2025-03-12,,2025-03-16,PMO,FCO,PMO-FCO,DE1002,216.0,19.96,4.65,2,706162,240.61,PMO-FCO,False,Sunday,,,4,24.61
706163,2025-03-20,,2025-04-11,FCO,PMO,FCO-PMO,DE1001,153.0,8.35,5.82,2,706163,167.17,FCO-PMO,False,Friday,,,22,14.17
706164,2025-01-31,,2025-03-01,PMO,FCO,PMO → FCO,DE1002,153.0,0.0,6.09,2,706164,159.09,PMO-FCO,False,Saturday,,,29,6.09
706165,2025-01-31,,2025-03-28,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,6.58,1,706165,83.08,FCO-PMO,False,Friday,,,56,6.58
